protein_id,pid,ESM2,alignment,domain,z_max,esm_category,refseq_keyword,description
NP_849290.1,NP_849290,False,False,False,0.391,defense_signaling,False,NP_849290.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_849294.1,NP_849294,False,False,False,0.954,cell_death_HR,True,NP_849294.1 RNA-binding protein-defense related 1 [Arabidopsis thaliana]
NP_849323.1,NP_849323,False,False,False,0.565,defense_signaling,False,NP_849323.1 zinc finger (C2H2 type) family protein [Arabidopsis thaliana]
NP_849362.1,NP_849362,False,True,False,1.494,RLK_defense,True,NP_849362.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_849367.1,NP_849367,False,False,False,1.177,antimicrobial,False,NP_849367.1 MutT/nudix family protein [Arabidopsis thaliana]
NP_849368.1,NP_849368,False,False,False,1.177,antimicrobial,False,NP_849368.1 MutT/nudix family protein [Arabidopsis thaliana]
NP_849381.1,NP_849381,False,False,False,1.496,NBS_LRR,False,NP_849381.1 ankyrin repeat family protein [Arabidopsis thaliana]
NP_849382.1,NP_849382,False,False,False,1.496,NBS_LRR,False,NP_849382.1 ankyrin repeat family protein [Arabidopsis thaliana]
NP_849398.1,NP_849398,True,True,True,2.176,NBS_LRR,True,NP_849398.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_849399.1,NP_849399,False,True,True,1.478,NBS_LRR,True,NP_849399.1 disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_849400.2,NP_849400,False,True,True,1.105,NBS_LRR,True,NP_849400.2 disease resistance protein (TIR-NBS class) [Arabidopsis thaliana]
NP_849425.1,NP_849425,True,True,False,1.63,RLK_defense,True,NP_849425.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 5 [Arabidopsis thaliana]
NP_849426.1,NP_849426,True,True,False,1.61,RLK_defense,True,NP_849426.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 6 [Arabidopsis thaliana]
NP_849427.1,NP_849427,False,True,False,1.458,RLK_defense,True,NP_849427.1 cysteine-rich RLK (RECEPTOR-like protein kinase) 13 [Arabidopsis thaliana]
NP_849429.1,NP_849429,False,False,False,1.043,cell_death_HR,False,NP_849429.1 phosphatase-like protein [Arabidopsis thaliana]
NP_849432.1,NP_849432,False,False,False,0.276,defense_signaling,False,NP_849432.1 acyl-CoA-binding domain 3 [Arabidopsis thaliana]
NP_849446.1,NP_849446,False,True,False,0.813,antimicrobial,True,NP_849446.1 MAP kinase/ ERK kinase 1 [Arabidopsis thaliana]
NP_849467.1,NP_849467,False,False,False,0.392,defense_signaling,False,NP_849467.1 Putative interactor of JAZ [Arabidopsis thaliana]
NP_849497.1,NP_849497,False,False,False,0.791,antimicrobial,False,NP_849497.1 ankyrin repeat-containing protein 2 [Arabidopsis thaliana]
NP_849498.1,NP_849498,False,False,False,0.791,antimicrobial,False,NP_849498.1 ankyrin repeat-containing protein 2 [Arabidopsis thaliana]
NP_849511.1,NP_849511,False,False,False,0.902,cell_death_HR,False,NP_849511.1 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_849512.3,NP_849512,False,False,False,0.871,cell_death_HR,False,NP_849512.3 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_849523.1,NP_849523,False,False,False,-0.038,PR_proteins,False,"NP_849523.1 cold, circadian rhythm, and RNA binding 1 [Arabidopsis thaliana]"
NP_849538.2,NP_849538,True,True,True,1.586,RLK_defense,True,NP_849538.2 Leucine-rich repeat receptor-like protein kinase family protein [Arabidopsis thaliana]
NP_849548.1,NP_849548,True,True,False,1.98,cell_death_HR,False,NP_849548.1 LSD1 zinc finger family protein [Arabidopsis thaliana]
NP_849549.1,NP_849549,True,True,False,2.036,cell_death_HR,False,NP_849549.1 LSD1 zinc finger family protein [Arabidopsis thaliana]
NP_849550.2,NP_849550,True,True,False,1.688,RLK_defense,True,NP_849550.2 cysteine-rich RLK (RECEPTOR-like protein kinase) 21 [Arabidopsis thaliana]
NP_849552.1,NP_849552,False,False,False,0.718,defense_signaling,False,NP_849552.1 RPM1 interacting protein 2 [Arabidopsis thaliana]
NP_849558.1,NP_849558,True,False,False,1.371,antimicrobial,False,NP_849558.1 Class II aminoacyl-tRNA and biotin synthetases superfamily protein [Arabidopsis thaliana]
NP_849559.1,NP_849559,False,True,False,0.602,defense_signaling,True,NP_849559.1 WRKY DNA-binding protein 11 [Arabidopsis thaliana]
NP_849569.1,NP_849569,False,False,False,0.554,PR_proteins,False,NP_849569.1 60S acidic ribosomal protein family [Arabidopsis thaliana]
NP_849586.1,NP_849586,False,False,False,0.178,defense_signaling,False,NP_849586.1 Glutaredoxin family protein [Arabidopsis thaliana]
NP_849588.1,NP_849588,False,False,False,0.816,antimicrobial,False,NP_849588.1 cryptochrome 2 [Arabidopsis thaliana]
NP_849608.1,NP_849608,False,False,False,0.456,defense_signaling,False,NP_849608.1 ATP-dependent helicase family protein [Arabidopsis thaliana]
NP_849612.1,NP_849612,False,False,False,0.69,RLK_defense,False,NP_849612.1 Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family [Arabidopsis thaliana]
NP_849697.1,NP_849697,False,False,False,0.78,cell_death_HR,False,NP_849697.1 lysm domain GPI-anchored protein 1 precursor [Arabidopsis thaliana]
NP_849739.1,NP_849739,False,False,False,0.742,NBS_LRR,False,NP_849739.1 WWE protein-protein interaction domain protein family [Arabidopsis thaliana]
NP_849742.2,NP_849742,False,True,False,-0.353,cell_death_HR,False,NP_849742.2 lsd one like 1 [Arabidopsis thaliana]
NP_849784.1,NP_849784,False,False,False,1.202,PR_proteins,False,NP_849784.1 Stabilizer of iron transporter SufD / Polynucleotidyl transferase [Arabidopsis thaliana]
NP_849786.1,NP_849786,False,False,False,1.109,cell_death_HR,False,NP_849786.1 Ribosomal protein S7e family protein [Arabidopsis thaliana]
NP_849794.1,NP_849794,False,False,False,0.735,cell_death_HR,False,NP_849794.1 myrosinase-binding protein 2 [Arabidopsis thaliana]
NP_849797.1,NP_849797,False,False,False,0.287,defense_signaling,False,NP_849797.1 TSK-associating protein 1 [Arabidopsis thaliana]
NP_849803.1,NP_849803,False,False,False,0.796,defense_signaling,True,NP_849803.1 mitogen-activated protein kinase kinase kinase 3 [Arabidopsis thaliana]
NP_849848.1,NP_849848,False,False,False,1.255,PR_proteins,False,NP_849848.1 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana]
NP_849859.1,NP_849859,False,False,False,0.893,cell_death_HR,False,NP_849859.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_849865.1,NP_849865,False,False,False,0.71,defense_signaling,True,NP_849865.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_849875.1,NP_849875,False,False,False,-1.402,cell_death_HR,False,NP_849875.1 MLP-like protein 28 [Arabidopsis thaliana]
NP_849890.1,NP_849890,False,False,False,1.196,cell_death_HR,True,NP_849890.1 bifunctional nuclease in basal defense response 1 [Arabidopsis thaliana]
NP_849891.1,NP_849891,False,False,False,1.196,cell_death_HR,True,NP_849891.1 bifunctional nuclease in basal defense response 1 [Arabidopsis thaliana]
NP_849895.1,NP_849895,False,False,False,-1.262,cell_death_HR,False,NP_849895.1 extensin 4 [Arabidopsis thaliana]
NP_849904.1,NP_849904,False,False,False,0.658,defense_signaling,False,NP_849904.1 topoisomerase II-associated protein [Arabidopsis thaliana]
NP_849915.1,NP_849915,False,False,False,0.805,cell_death_HR,False,"NP_849915.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_849925.1,NP_849925,False,False,False,1.07,RLK_defense,True,NP_849925.1 CHASE domain containing histidine kinase protein [Arabidopsis thaliana]
NP_849952.1,NP_849952,False,False,False,-2.088,cell_death_HR,False,NP_849952.1 golgi nucleotide sugar transporter 1 [Arabidopsis thaliana]
NP_849979.1,NP_849979,True,False,False,1.347,PR_proteins,False,NP_849979.1 plant natriuretic peptide A [Arabidopsis thaliana]
NP_849980.1,NP_849980,False,False,False,1.319,cell_death_HR,True,NP_849980.1 diacylglycerol kinase 3 [Arabidopsis thaliana]
NP_850000.1,NP_850000,False,False,False,0.523,defense_signaling,False,NP_850000.1 Molecular chaperone Hsp40/DnaJ family protein [Arabidopsis thaliana]
NP_850007.1,NP_850007,False,False,False,1.151,cell_death_HR,True,NP_850007.1 diacylglycerol kinase 5 [Arabidopsis thaliana]
NP_850023.1,NP_850023,True,True,False,1.026,defense_signaling,False,NP_850023.1 signal responsive 1 [Arabidopsis thaliana]
NP_850045.2,NP_850045,False,False,False,1.046,cell_death_HR,False,NP_850045.2 tetraspanin8 [Arabidopsis thaliana]
NP_850110.1,NP_850110,False,False,False,1.179,PR_proteins,False,NP_850110.1 Argonaute family protein [Arabidopsis thaliana]
NP_850116.1,NP_850116,False,True,False,0.534,defense_signaling,False,NP_850116.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_850117.1,NP_850117,False,True,False,0.534,defense_signaling,False,NP_850117.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_850155.1,NP_850155,False,False,False,0.617,defense_signaling,False,NP_850155.1 Pleckstrin homology (PH) domain-containing protein [Arabidopsis thaliana]
NP_850162.1,NP_850162,False,False,False,0.45,defense_signaling,True,NP_850162.1 ethylene-responsive element binding factor 15 [Arabidopsis thaliana]
NP_850164.1,NP_850164,False,False,False,0.819,cell_death_HR,False,NP_850164.1 autophagy 9 (APG9) [Arabidopsis thaliana]
NP_850175.1,NP_850175,False,False,False,0.772,defense_signaling,False,NP_850175.1 poly(ADP-ribose) glycohydrolase 2 [Arabidopsis thaliana]
NP_850176.1,NP_850176,True,False,False,0.966,defense_signaling,False,NP_850176.1 RAP [Arabidopsis thaliana]
NP_850206.4,NP_850206,False,False,False,1.218,cell_death_HR,False,NP_850206.4 MOS4-associated complex 3B [Arabidopsis thaliana]
NP_850207.4,NP_850207,False,False,False,1.218,cell_death_HR,False,NP_850207.4 MOS4-associated complex 3B [Arabidopsis thaliana]
NP_850213.1,NP_850213,False,False,False,0.665,defense_signaling,False,NP_850213.1 Homeodomain-like superfamily protein [Arabidopsis thaliana]
NP_850378.1,NP_850378,False,False,False,0.452,PR_proteins,True,NP_850378.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_850385.1,NP_850385,False,False,False,1.142,cell_death_HR,False,NP_850385.1 RmlC-like cupins superfamily protein [Arabidopsis thaliana]
NP_850416.1,NP_850416,False,False,False,1.268,PR_proteins,False,NP_850416.1 beta glucosidase 28 [Arabidopsis thaliana]
NP_850417.1,NP_850417,False,False,False,1.116,PR_proteins,False,NP_850417.1 beta glucosidase 29 [Arabidopsis thaliana]
NP_850453.1,NP_850453,False,False,False,1.374,cell_death_HR,False,NP_850453.1 Auxin-responsive GH3 family protein [Arabidopsis thaliana]
NP_850454.5,NP_850454,False,False,False,1.148,NBS_LRR,False,NP_850454.5 cyclic nucleotide-gated channel 12 [Arabidopsis thaliana]
NP_850479.1,NP_850479,False,False,False,0.729,cell_death_HR,False,NP_850479.1 glutathione S-transferase phi 8 [Arabidopsis thaliana]
NP_850484.1,NP_850484,False,False,False,1.1,cell_death_HR,True,NP_850484.1 resistance to phytophthora 1 [Arabidopsis thaliana]
NP_850490.1,NP_850490,False,False,False,1.335,cell_death_HR,False,NP_850490.1 carbonic anhydrase 1 [Arabidopsis thaliana]
NP_850491.1,NP_850491,False,False,False,1.231,cell_death_HR,False,NP_850491.1 carbonic anhydrase 1 [Arabidopsis thaliana]
NP_850519.1,NP_850519,False,False,False,0.953,antimicrobial,False,NP_850519.1 syntaxin of plants 43 [Arabidopsis thaliana]
NP_850532.1,NP_850532,False,False,False,0.791,NBS_LRR,False,NP_850532.1 autophagocytosis-associated family protein [Arabidopsis thaliana]
NP_850533.1,NP_850533,False,False,False,0.788,NBS_LRR,False,NP_850533.1 autophagocytosis-associated family protein [Arabidopsis thaliana]
NP_850554.1,NP_850554,False,False,False,0.778,defense_signaling,False,NP_850554.1 NAC domain containing protein 52 [Arabidopsis thaliana]
NP_850568.1,NP_850568,False,False,False,0.742,cell_death_HR,False,NP_850568.1 Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein [Arabidopsis thaliana]
NP_850585.2,NP_850585,False,False,False,0.929,antimicrobial,False,NP_850585.2 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_850654.1,NP_850654,True,True,True,1.8,NBS_LRR,True,NP_850654.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_850655.1,NP_850655,True,True,True,1.8,NBS_LRR,True,NP_850655.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_850671.1,NP_850671,False,True,False,1.399,NBS_LRR,False,NP_850671.1 RNI-like superfamily protein [Arabidopsis thaliana]
NP_850677.1,NP_850677,True,True,True,2.177,NBS_LRR,True,NP_850677.1 HOPZ-ACTIVATED RESISTANCE 1 [Arabidopsis thaliana]
NP_850700.1,NP_850700,False,False,False,1.009,PR_proteins,False,NP_850700.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_850710.1,NP_850710,False,False,False,0.832,cell_death_HR,False,NP_850710.1 UBP1-associated protein 2A [Arabidopsis thaliana]
NP_850711.1,NP_850711,False,False,False,0.832,cell_death_HR,False,NP_850711.1 UBP1-associated protein 2A [Arabidopsis thaliana]
NP_850741.1,NP_850741,False,False,False,0.679,defense_signaling,False,NP_850741.1 Ggamma-subunit 1 [Arabidopsis thaliana]
NP_850755.1,NP_850755,False,True,False,1.517,RLK_defense,True,NP_850755.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_850776.2,NP_850776,False,False,False,0.316,RLK_defense,False,NP_850776.2 late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family protein [Arabidopsis thaliana]
NP_850795.1,NP_850795,False,False,False,1.313,antimicrobial,False,NP_850795.1 sirtuin 2 [Arabidopsis thaliana]
NP_850884.1,NP_850884,False,False,False,0.535,defense_signaling,False,NP_850884.1 D111/G-patch domain-containing protein [Arabidopsis thaliana]
NP_850885.1,NP_850885,False,False,False,0.535,defense_signaling,False,NP_850885.1 D111/G-patch domain-containing protein [Arabidopsis thaliana]
NP_850917.2,NP_850917,False,False,False,0.201,defense_signaling,False,NP_850917.2 uncharacterized protein AT5G36925 [Arabidopsis thaliana]
NP_850920.1,NP_850920,False,False,False,0.145,defense_signaling,False,NP_850920.1 uncharacterized protein AT5G44575 [Arabidopsis thaliana]
NP_850926.1,NP_850926,False,False,False,0.541,defense_signaling,True,NP_850926.1 Defensin-like (DEFL) family protein [Arabidopsis thaliana]
NP_850932.2,NP_850932,False,False,False,1.091,antimicrobial,False,NP_850932.2 Fatty acid hydroxylase superfamily [Arabidopsis thaliana]
NP_850942.1,NP_850942,True,True,True,1.722,RLK_defense,True,NP_850942.1 Leucine-rich receptor-like protein kinase family protein [Arabidopsis thaliana]
NP_850963.1,NP_850963,False,False,False,0.743,PR_proteins,False,NP_850963.1 epithiospecifier protein [Arabidopsis thaliana]
NP_850976.1,NP_850976,False,False,False,-0.771,cell_death_HR,False,NP_850976.1 MLP-like protein 34 [Arabidopsis thaliana]
NP_851039.1,NP_851039,False,False,False,-0.934,defense_signaling,False,NP_851039.1 senescence-associated gene 101 [Arabidopsis thaliana]
NP_851076.2,NP_851076,False,False,False,1.248,PR_proteins,False,NP_851076.2 glucoside glucohydrolase 2 [Arabidopsis thaliana]
NP_851077.1,NP_851077,False,False,False,1.199,PR_proteins,False,NP_851077.1 thioglucoside glucohydrolase 1 [Arabidopsis thaliana]
NP_851109.1,NP_851109,False,False,False,-4.232,cell_death_HR,False,NP_851109.1 lysine histidine transporter 1 [Arabidopsis thaliana]
NP_851117.2,NP_851117,True,True,True,1.681,NBS_LRR,True,NP_851117.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_851124.1,NP_851124,True,True,True,1.761,NBS_LRR,True,NP_851124.1 Disease resistance protein (CC-NBS-LRR class) family [Arabidopsis thaliana]
NP_851125.1,NP_851125,False,False,False,0.493,defense_signaling,False,NP_851125.1 TRAF-like superfamily protein [Arabidopsis thaliana]
NP_851131.1,NP_851131,False,True,False,1.374,NBS_LRR,True,NP_851131.1 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_851133.1,NP_851133,True,True,True,2.153,NBS_LRR,True,NP_851133.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_851134.1,NP_851134,False,False,False,0.46,cell_death_HR,False,NP_851134.1 SBP (S-ribonuclease binding protein) family protein [Arabidopsis thaliana]
NP_851178.1,NP_851178,False,False,False,1.224,antimicrobial,False,NP_851178.1 spermidine synthase 3 [Arabidopsis thaliana]
NP_851179.1,NP_851179,False,False,False,1.224,antimicrobial,False,NP_851179.1 spermidine synthase 3 [Arabidopsis thaliana]
NP_851188.1,NP_851188,False,False,False,0.186,cell_death_HR,False,NP_851188.1 cyclic nucleotide-gated cation channel 4 [Arabidopsis thaliana]
NP_851228.1,NP_851228,False,False,False,0.509,antimicrobial,False,NP_851228.1 actin depolymerizing factor 4 [Arabidopsis thaliana]
NP_851233.1,NP_851233,True,False,False,1.37,antimicrobial,False,NP_851233.1 4-hydroxy-3-methylbut-2-enyl diphosphate synthase [Arabidopsis thaliana]
NP_851241.1,NP_851241,False,False,False,0.329,defense_signaling,False,NP_851241.1 myb domain protein 28 [Arabidopsis thaliana]
NP_851248.1,NP_851248,False,True,False,0.627,defense_signaling,False,NP_851248.1 myb domain protein 96 [Arabidopsis thaliana]
NP_851273.1,NP_851273,False,False,False,0.922,defense_signaling,False,NP_851273.1 bZIP transcription factor family protein [Arabidopsis thaliana]
NP_851280.1,NP_851280,False,False,False,0.92,antimicrobial,True,NP_851280.1 calcium-dependent protein kinase 28 [Arabidopsis thaliana]
NP_973389.1,NP_973389,False,False,False,1.31,cell_death_HR,False,NP_973389.1 phosphatidic acid phosphatase 1 [Arabidopsis thaliana]
NP_973394.1,NP_973394,False,False,False,0.651,PR_proteins,False,NP_973394.1 plasmodesmata-located protein 6 [Arabidopsis thaliana]
NP_973396.1,NP_973396,False,False,False,1.103,RLK_defense,True,NP_973396.1 CHASE domain containing histidine kinase protein [Arabidopsis thaliana]
NP_973403.1,NP_973403,False,True,False,1.552,RLK_defense,True,NP_973403.1 protein kinase 2B [Arabidopsis thaliana]
NP_973456.1,NP_973456,False,False,False,0.769,NBS_LRR,False,NP_973456.1 LURP-one-like protein (DUF567) [Arabidopsis thaliana]
NP_973478.1,NP_973478,False,True,False,1.495,RLK_defense,True,NP_973478.1 Protein kinase superfamily protein [Arabidopsis thaliana]
NP_973489.1,NP_973489,False,False,False,1.124,cell_death_HR,False,NP_973489.1 Tyrosine transaminase family protein [Arabidopsis thaliana]
